%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
0.0, -242.85601347265765, -94.27539808303118, -136.64472468104213, -172.08775656111538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364620226915E9, 0.0, 2022-05-06 12:27:42.022
1.0, -208.7144667771645, -91.39567511714995, -132.59815292898566, -148.4403691412881, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836462035742E9, 0.0, 2022-05-06 12:27:42.035
1.0, -266.91104998765513, -208.86219282541424, -220.09685229230672, -186.17221979424357, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836462035742E9, 0.0, 2022-05-06 12:27:42.035
2.0, -294.8892415561713, -206.01238905917853, -217.92397041805089, -210.31701390817761, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364620526075E9, 0.0, 2022-05-06 12:27:42.052
2.0, -227.03623666008934, -83.00707951653749, -123.62239303532988, -158.79615211859345, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364620526075E9, 0.0, 2022-05-06 12:27:42.052
3.0, -194.91423594066873, -81.68315493222326, -133.71638301573694, -148.20849534403533, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364620536294E9, 0.0, 2022-05-06 12:27:42.053
3.0, -280.3410307285376, -211.29312779661268, -233.56423203274608, -210.38433210738003, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364620536294E9, 0.0, 2022-05-06 12:27:42.053
4.0, -296.6881334348582, -207.67664453946054, -219.068379804492, -219.06090000458062, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364620647333E9, 0.0, 2022-05-06 12:27:42.064
4.0, -239.01513621816412, -93.95750658679754, -132.3999382313341, -156.77286624256521, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364620647333E9, 0.0, 2022-05-06 12:27:42.064
5.0, -228.61447444139048, -94.95979977492243, -140.66511713340878, -161.28318558912724, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364620956912E9, 0.0, 2022-05-06 12:27:42.095
5.0, -279.492073438596, -213.47722937073559, -227.71128860209137, -205.8403536612168, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364620956912E9, 0.0, 2022-05-06 12:27:42.095
6.0, -289.21207342343405, -197.69859145767987, -210.79198120255023, -197.02540946565568, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364621116595E9, 0.0, 2022-05-06 12:27:42.111
6.0, -223.33747560391203, -76.07704489864409, -115.46941113192588, -132.07830683514476, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364621116595E9, 0.0, 2022-05-06 12:27:42.111
7.0, -191.256613784004, -75.30662550777197, -121.62902635894716, -133.4321506191045, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364621126008E9, 0.0, 2022-05-06 12:27:42.112
7.0, -259.5210076752119, -197.99778345413506, -212.5048553822562, -197.04784886538982, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364621126008E9, 0.0, 2022-05-06 12:27:42.112
8.0, -302.69815266365185, -209.11276612244546, -222.26225436665118, -234.98165411595255, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364621137547E9, 0.0, 2022-05-06 12:27:42.113
8.0, -222.8325891098939, -69.68555587437004, -107.79513642285019, -138.23418216221035, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364621137547E9, 0.0, 2022-05-06 12:27:42.113
9.0, -200.40066917566583, -81.2979452367872, -117.24586361087859, -128.0205153832212, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364621146872E9, 0.0, 2022-05-06 12:27:42.114
9.0, -286.5530045549385, -218.30170031357557, -239.42839516326785, -220.8784913830459, 0.0800000037997961, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364621146872E9, 0.0, 2022-05-06 12:27:42.114
10.0, -303.47979175439104, -215.05920705199242, -231.15947636123747, -224.5847322391346, 0.0800000037997961, 0.04800000227987766, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836462124736E9, 0.0, 2022-05-06 12:27:42.124
10.0, -234.07846827665344, -86.12241617962718, -131.45000364258885, -165.29235834162682, 0.0800000037997961, 0.04800000227987766, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836462124736E9, 0.0, 2022-05-06 12:27:42.124
11.0, -211.8597226398997, -91.84072321187705, -132.4298574309796, -153.56777198053896, 0.0800000037997961, 0.0800000037997961, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364621407397E9, 0.0, 2022-05-06 12:27:42.140
11.0, -259.35271217720583, -202.30614820308983, -208.18153103347868, -184.02925711963326, 0.0800000037997961, 0.0800000037997961, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364621407397E9, 0.0, 2022-05-06 12:27:42.140
