%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
40.0, -61.16980367526412, -87.8539898591116, -64.13180444017053, -49.677091111429036, 0.0, 0.0, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364079587543E9, 0.0, 2022-05-06 12:26:47.958
40.0, -275.2547667887993, 124.29183512739837, 157.56572503317147, 153.5864714803174, 0.0, 0.0, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364079587543E9, 0.0, 2022-05-06 12:26:47.958
0.0, -296.2973138894886, -202.6838780986145, -212.44314703298733, -210.17676765983924, 0.0, 0.0, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080047443E9, 0.0, 2022-05-06 12:26:48.004
1.0, -224.45757564064115, -82.98464011680335, -121.99740650458261, -157.32824138598517, 0.0, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080057268E9, 0.0, 2022-05-06 12:26:48.005
1.0, -216.1400381391868, -99.234505424276, -143.61402824847028, -139.7469716942869, 0.0, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080057268E9, 0.0, 2022-05-06 12:26:48.005
2.0, -286.53243510518223, -220.04075379297137, -240.5447553000413, -219.1974063529633, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080197663E9, 0.0, 2022-05-06 12:26:48.019
2.0, -293.0623004278168, -199.55732173565775, -203.27291234163567, -211.29125784663484, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080197663E9, 0.0, 2022-05-06 12:26:48.019
3.0, -228.0703189978376, -85.09394369181246, -125.58771046204492, -149.91575967380777, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836408021711E9, 0.0, 2022-05-06 12:26:48.021
3.0, -227.71128860209137, -113.80889555159956, -163.25972271570936, -178.26046143798158, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836408021711E9, 0.0, 2022-05-06 12:26:48.021
4.0, -283.7349899383262, -221.15898387972265, -231.3558211089112, -214.96383960312232, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080338159E9, 0.0, 2022-05-06 12:26:48.033
4.0, -298.30938006564975, -208.95943022426218, -215.17701390059665, -225.83572877431288, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080338159E9, 0.0, 2022-05-06 12:26:48.033
5.0, -242.64470912516117, -99.10360892582685, -137.73490551812574, -175.5826930697076, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080658236E9, 0.0, 2022-05-06 12:26:48.065
5.0, -214.509441758506, -111.54999597836286, -154.69909171713516, -156.7934356923215, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080658236E9, 0.0, 2022-05-06 12:26:48.065
6.0, -284.41939163021743, -224.64083073846996, -241.2067175921984, -214.1971601122059, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080667489E9, 0.0, 2022-05-06 12:26:48.066
6.0, -296.64138468541205, -200.80644832085818, -208.83414357574657, -216.897367880214, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080667489E9, 0.0, 2022-05-06 12:26:48.066
7.0, -242.188441330567, -83.8560368064791, -122.86132339434698, -160.4248785492964, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080677304E9, 0.0, 2022-05-06 12:26:48.067
7.0, -217.97258911747485, -112.5709886662662, -148.69655228825286, -164.42283160192892, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080677304E9, 0.0, 2022-05-06 12:26:48.067
8.0, -270.84729469101876, -215.24246214982122, -229.34375493275002, -201.88166955811903, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080687203E9, 0.0, 2022-05-06 12:26:48.068
8.0, -291.9515501409769, -184.99789120815694, -195.441561834421, -197.58452450903133, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080687203E9, 0.0, 2022-05-06 12:26:48.068
9.0, -242.9252016218379, -81.75047313142568, -123.73272008402273, -147.60076160123572, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080948E9, 0.0, 2022-05-06 12:26:48.094
9.0, -247.12884917203337, -136.4689493831247, -182.16491699172184, -187.64387042680755, 0.1600000075995922, 0.11200000531971455, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080948E9, 0.0, 2022-05-06 12:26:48.094
10.0, -288.66791797988117, -211.52874149382114, -229.63546712929383, -211.94200043892488, 0.1600000075995922, 0.11200000531971455, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080957267E9, 0.0, 2022-05-06 12:26:48.095
10.0, -279.2807690910995, -175.3826084220782, -185.94595584692433, -179.16925712721422, 0.1600000075995922, 0.11200000531971455, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364080957267E9, 0.0, 2022-05-06 12:26:48.095
11.0, -241.34322394058108, -95.4160675695166, -134.00248536234722, -168.88453224906698, 0.1600000075995922, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081098757E9, 0.0, 2022-05-06 12:26:48.109
11.0, -247.229826470837, -140.53422063495964, -179.25901472615078, -190.0374063984491, 0.1600000075995922, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081098757E9, 0.0, 2022-05-06 12:26:48.109
12.0, -284.3670330308378, -204.5762674761936, -229.8673409265466, -208.58357027871534, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081107247E9, 0.0, 2022-05-06 12:26:48.110
12.0, -280.2007844801992, -170.2664252826944, -186.52564034005627, -197.72290080739185, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081107247E9, 0.0, 2022-05-06 12:26:48.110
13.0, -237.2929122885689, -96.35852235835046, -126.96025374578312, -158.0201228777878, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836408123784E9, 0.0, 2022-05-06 12:26:48.123
13.0, -239.17034206632525, -139.39355114847422, -174.79731407901272, -166.21424368070439, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836408123784E9, 0.0, 2022-05-06 12:26:48.123
14.0, -255.46134627331048, -187.0174371842295, -212.14395503653213, -195.6996149313636, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836408139819E9, 0.0, 2022-05-06 12:26:48.139
14.0, -274.84898764360696, -165.5578912384808, -186.79117323691025, -196.42889542272314, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836408139819E9, 0.0, 2022-05-06 12:26:48.139
15.0, -248.99131934996694, -97.25609834771603, -133.58735646726564, -165.81407438544556, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081407523E9, 0.0, 2022-05-06 12:26:48.140
15.0, -246.32103078160435, -137.92377046588808, -171.85775271384045, -173.5855864933692, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081407523E9, 0.0, 2022-05-06 12:26:48.140
16.0, -275.62314693443477, -199.54610203579068, -212.47680613258854, -179.49088852340356, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081537764E9, 0.0, 2022-05-06 12:26:48.153
16.0, -269.6467868052423, -167.13986891973764, -189.63723710319027, -193.53795275697485, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081537764E9, 0.0, 2022-05-06 12:26:48.153
17.0, -226.3686645179987, -100.87632150482386, -139.33558269916102, -178.27168113784865, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081698418E9, 0.0, 2022-05-06 12:26:48.169
17.0, -255.59598267171532, -143.48126180004328, -179.89105781866238, -196.78418591851369, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081698418E9, 0.0, 2022-05-06 12:26:48.169
18.0, -288.6230391804129, -204.53512857668102, -229.7962828273885, -204.1517888312228, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081707454E9, 0.0, 2022-05-06 12:26:48.170
18.0, -279.52760248817503, -158.24638682510704, -177.01133485278115, -190.32163879508153, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081707454E9, 0.0, 2022-05-06 12:26:48.170
19.0, -243.3365906169638, -100.2704577120021, -131.24991899495944, -156.52790279546753, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081837652E9, 0.0, 2022-05-06 12:26:48.183
19.0, -243.38520931638777, -135.51901479437947, -172.98346260050312, -172.44491700688377, 0.0800000037997961, 0.04800000227987766, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081837652E9, 0.0, 2022-05-06 12:26:48.183
20.0, -286.19584410917014, -208.37226593121886, -234.1345667759888, -221.65452062385157, 0.0800000037997961, 0.04800000227987766, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081997695E9, 0.0, 2022-05-06 12:26:48.199
20.0, -281.4723504651338, -168.51241220347583, -179.9209770183079, -193.20136176096275, 0.0800000037997961, 0.04800000227987766, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364081997695E9, 0.0, 2022-05-06 12:26:48.199
21.0, -240.17263525445014, -96.30990365892649, -127.12480934383348, -163.6150132114999, 0.0800000037997961, 0.0800000037997961, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518364082007132E9, 0.0, 2022-05-06 12:26:48.200
