%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
16.0, -16.276044607162476, -4.805771443061531, -23.153720625676215, -11.107502868399024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836816963843E9, 0.0, 2022-05-06 12:33:36.963
16.0, -204.1106499317102, 228.52284689247608, 221.00190808158368, 217.16851062700152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836816963843E9, 0.0, 2022-05-06 12:33:36.963
0.0, -214.54123090812936, -86.60112337395549, -125.6363291614689, -163.03345876839012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368169888306E9, 0.0, 2022-05-06 12:33:36.988
1.0, -290.16948781209067, -228.15259679686278, -214.44773340923712, -212.3963982835412, 0.0, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836817001827E9, 0.0, 2022-05-06 12:33:37.001
1.0, -310.6417001695372, -243.2318734182045, -258.89644438261166, -229.08757178578526, 0.0, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836817001827E9, 0.0, 2022-05-06 12:33:37.001
2.0, -245.59362024022266, -105.4950979501009, -163.1662252168171, -183.25135792884976, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368170188208E9, 0.0, 2022-05-06 12:33:37.018
2.0, -226.73330476367846, -89.73889943677932, -130.8908885992132, -159.06168501544744, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368170188208E9, 0.0, 2022-05-06 12:33:37.018
3.0, -279.3424774403684, -216.8431393308565, -208.84910317556933, -208.2151901330799, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368170198207E9, 0.0, 2022-05-06 12:33:37.019
3.0, -306.8008229150437, -238.83375107031316, -247.6954440153204, -225.08587883319706, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368170198207E9, 0.0, 2022-05-06 12:33:37.019
4.0, -243.81716776126996, -100.80152350571007, -159.6133202589117, -166.7845784239471, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836817031945E9, 0.0, 2022-05-06 12:33:37.031
4.0, -213.61373571911827, -76.91852238867432, -116.45113487029448, -134.958029801026, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836817031945E9, 0.0, 2022-05-06 12:33:37.031
5.0, -278.20180795388296, -209.18008432164788, -205.50189271522686, -203.618853087537, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836817046874E9, 0.0, 2022-05-06 12:33:37.046
5.0, -310.6828390690498, -233.21268143691123, -255.4744359231554, -246.0442781848833, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836817046874E9, 0.0, 2022-05-06 12:33:37.046
6.0, -248.55562100512907, -104.61248156055808, -156.67749879369512, -180.57732946053147, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836817047948E9, 0.0, 2022-05-06 12:33:37.047
6.0, -214.20090001216158, -88.81140424776822, -129.39118871698156, -159.13274311460555, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836817047948E9, 0.0, 2022-05-06 12:33:37.047
7.0, -281.17876831861213, -218.50365491118282, -212.51420513214543, -209.57277381699532, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836817077871E9, 0.0, 2022-05-06 12:33:37.077
7.0, -312.07408185256645, -245.49825279135257, -248.23398960893974, -236.42525549884886, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.651836817077871E9, 0.0, 2022-05-06 12:33:37.077
8.0, -257.2209692024626, -108.04570971988142, -160.98960344260558, -182.0845091426745, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368170788827E9, 0.0, 2022-05-06 12:33:37.078
8.0, -215.62954179523513, -84.57409759797156, -124.94444766966626, -155.68829525541514, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368170788827E9, 0.0, 2022-05-06 12:33:37.078
9.0, -260.9870484578423, -209.09406662266701, -202.13224285515025, -196.52426287159324, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368170798368E9, 0.0, 2022-05-06 12:33:37.079
9.0, -305.8284489265643, -229.19976878445596, -242.7999149733223, -220.22774879075587, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368170798368E9, 0.0, 2022-05-06 12:33:37.079
