%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
0.0, -224.5379834896885, -131.79033453855664, -152.7917427397333, -176.29327406128868, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368645998285E9, 0.0, 2022-05-06 12:34:24.599
1.0, -299.24622500455007, -257.6005690479651, -239.29562871484086, -222.3464021156542, 0.0, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368646127517E9, 0.0, 2022-05-06 12:34:24.612
1.0, -275.789572482463, -187.63078077696264, -210.0421312614344, -199.72000738373026, 0.0, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368646127517E9, 0.0, 2022-05-06 12:34:24.612
2.0, -201.7096341601573, -60.08149278815836, -123.29515178920701, -154.50835681939498, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368646297176E9, 0.0, 2022-05-06 12:34:24.629
2.0, -235.67166565777734, -134.37460540793836, -157.96402437845245, -178.97478232951835, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368646297176E9, 0.0, 2022-05-06 12:34:24.629
3.0, -290.3003843105398, -254.73206578195095, -239.47514391271397, -222.0846091187559, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368646307197E9, 0.0, 2022-05-06 12:34:24.630
3.0, -289.68704071780667, -193.1284337118268, -220.008964643348, -217.33867607498541, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368646307197E9, 0.0, 2022-05-06 12:34:24.630
4.0, -220.76816433435306, -59.98799528926611, -122.84636379452422, -149.02940338430926, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368646427588E9, 0.0, 2022-05-06 12:34:24.642
4.0, -217.3835548744537, -121.78610215708613, -143.18767965352163, -158.48387047229335, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368646427588E9, 0.0, 2022-05-06 12:34:24.642
5.0, -294.6087490594946, -248.81180415209383, -228.26292384555563, -207.6747745894827, 0.12800000607967377, 0.12800000607967377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6518368646578188E9, 0.0, 2022-05-06 12:34:24.657
